model,price,year,mileage,location,tax,seller_type
HONDA VARIO 125 ESPCBS ISS,"Rp22,200,000",2022,"7,500 km",Kota Malang,hidup,dealer
HONDA ALN VARIO 160 ABS,"Rp24,200,000",2022,"7,500 km",Kab. Bandung,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp15,900,000",2016,"15,000 km",Kab. Karawang,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp17,800,000",2018,"30,000 km",Kab. Karawang,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp20,000,000",2019,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp15,000,000",2017,"30,000 km",Kota Depok,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp19,800,000",2022,"15,000 km",Kota Tangerang Selatan,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp22,200,000",2022,"7,500 km",Kota Surabaya,hidup,dealer
HONDA VARIO 125ESP CBS ISS,"Rp21,000,000",2022,"15,000 km",Kota Denpasar,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp22,800,000",2022,"15,000 km",Kota Tangerang Selatan,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp15,000,000",2017,"30,000 km",Kota Depok,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp17,000,000",2016,"15,000 km",Kota Surabaya,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp22,300,000",2023,"7,500 km",Kota Tangerang Selatan,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp16,200,000",2017,"30,000 km",Kota Denpasar,hidup,dealer
HONDA NEW VARIO CW FI,"Rp13,100,000",2018,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp22,600,000",2021,"15,000 km",Kab. Karawang,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp23,800,000",2023,"7,500 km",Kota Tangerang Selatan,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp22,300,000",2022,"15,000 km",Kota Denpasar,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp23,800,000",2023,"7,500 km",Kota Jakarta Timur,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp17,500,000",2017,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp19,800,000",2021,"15,000 km",Kab. Badung,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp20,000,000",2019,"30,000 km",Kab. Badung,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp17,000,000",2017,"30,000 km",Kab. Badung,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp17,200,000",2017,"30,000 km",Kota Jakarta Barat,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp17,500,000",2019,"15,000 km",Kab. Sukabumi,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp19,400,000",2019,"15,000 km",Kab. Sukabumi,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp15,400,000",2016,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp17,000,000",2016,"15,000 km",Kota Surabaya,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp17,000,000",2016,"7,500 km",Kota Surabaya,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp21,000,000",2021,"15,000 km",Kota Semarang,hidup,dealer
HONDA ALN VARIO 160 ABS,"Rp25,300,000",2022,"15,000 km",Kota Semarang,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp17,500,000",2017,"15,000 km",Kab. Buleleng,hidup,dealer
HONDA VARIO 125 ESPCBS ISS,"Rp20,000,000",2020,"30,000 km",Kab. Buleleng,hidup,dealer
HONDA VARIO 125ESP CBS ISS,"Rp21,000,000",2022,"15,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp18,600,000",2019,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp19,000,000",2018,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp21,800,000",2020,"30,000 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp19,800,000",2018,"15,000 km",Kota Bandung,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp16,500,000",2016,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp15,000,000",2016,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp17,500,000",2019,"15,000 km",Kota Depok,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp18,900,000",2018,"30,000 km",Kota Depok,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp22,300,000",2021,"30,000 km",Kota Pekanbaru,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp21,800,000",2020,"15,000 km",Kota Pekanbaru,hidup,dealer
HONDA VARIO 125 ESPCBS ISS,"Rp21,700,000",2021,"15,000 km",Kota Surabaya,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp21,800,000",2023,"2,500 km",Kota Depok,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp21,500,000",2020,"30,000 km",Kota Tangerang,hidup,dealer
HONDA VARIO 125 ESPCBS ISS,"Rp17,000,000",2018,"15,000 km",Kota Tangerang,hidup,dealer
HONDA VARIO 125 ESPCBS ISS,"Rp20,500,000",2021,"15,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp13,700,000",2016,"30,000 km",Kota Jakarta Selatan,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp15,000,000",2017,"30,000 km",Kota Jakarta Selatan,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp18,900,000",2018,"30,000 km",Kota Jakarta Selatan,hidup,dealer
HONDA VARIO 125 ESPCBS ISS,"Rp21,300,000",2022,"7,500 km",Kota Jakarta Selatan,hidup,dealer
HONDA ALN VARIO 160 ABS,"Rp25,200,000",2022,500 km,Kota Tangerang,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp21,300,000",2022,"2,500 km",Kota Tangerang,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp23,300,000",2023,"15,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp15,000,000",2016,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp16,600,000",2016,"30,000 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp19,600,000",2019,"30,000 km",Kota Medan,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp22,300,000",2021,"30,000 km",Kota Medan,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp22,600,000",2021,"15,000 km",Kota Bandung,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp18,000,000",2018,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp18,000,000",2018,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp17,000,000",2017,"30,000 km",Kab. Badung,hidup,dealer
HONDA VARIO 125ESP CBS ISS,"Rp20,500,000",2021,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp20,000,000",2019,"15,000 km",Kota Jakarta Barat,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp23,100,000",2023,"7,500 km",Kota Medan,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp22,100,000",2022,"15,000 km",Kota Medan,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp21,300,000",2022,"15,000 km",Kota Depok,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp22,600,000",2021,"7,500 km",Kota Jakarta Timur,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp19,000,000",2018,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp21,100,000",2021,"30,000 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp20,700,000",2019,"30,000 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp17,100,000",2016,"30,000 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp19,600,000",2019,"30,000 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp18,900,000",2018,"15,000 km",Kota Jakarta Barat,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp17,200,000",2017,"30,000 km",Kota Jakarta Barat,hidup,dealer
HONDA VARIO 125 ESPCBS ISS,"Rp20,500,000",2021,"15,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp20,800,000",2020,"30,000 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp18,400,000",2016,"30,000 km",Kota Magelang,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp20,800,000",2020,"30,000 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp18,400,000",2016,"15,000 km",Kota Magelang,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp21,300,000",2022,"7,500 km",Kota Jakarta Barat,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp23,300,000",2023,"2,500 km",Kota Denpasar,hidup,dealer
HONDA ALN VARIO 160 ABS,"Rp26,200,000",2023,"7,500 km",Kota Jakarta Barat,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp14,400,000",2017,"30,000 km",Kota Tangerang,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp17,500,000",2017,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp19,000,000",2018,"30,000 km",Kota Denpasar,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp23,800,000",2023,"2,500 km",Kota Tangerang,hidup,dealer
HONDA VARIO 125 ESPCBS ISS,"Rp19,500,000",2019,"30,000 km",Kab. Buleleng,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp16,600,000",2016,"30,000 km",Kota Pekanbaru,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp23,000,000",2023,"2,500 km",Kab. Garut,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp23,100,000",2023,"7,500 km",Kota Pekanbaru,hidup,dealer
HONDA ALN VARIO 160 ABS,"Rp24,400,000",2022,"15,000 km",Kab. Garut,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp16,000,000",2015,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp18,000,000",2018,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp15,000,000",2016,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp19,000,000",2018,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp14,400,000",2017,"30,000 km",Kota Depok,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp18,600,000",2017,"30,000 km",Kota Surabaya,hidup,dealer
HONDA NEW VARIO CW FI,"Rp13,000,000",2016,"30,000 km",Kota Magelang,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp16,300,000",2015,"30,000 km",Kota Magelang,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp22,300,000",2022,"15,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp16,300,000",2016,"30,000 km",Kota Jakarta Selatan,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp18,900,000",2018,"30,000 km",Kota Jakarta Selatan,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp23,100,000",2021,"15,000 km",Kota Jakarta Selatan,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp18,900,000",2018,"15,000 km",Kota Jakarta Selatan,hidup,dealer
HONDA VARIO 125ESP CBS ISS,"Rp18,100,000",2019,"30,000 km",Kota Jakarta Selatan,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp17,000,000",2017,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp20,300,000",2022,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp22,100,000",2023,"7,500 km",Kab. Deli Serdang,hidup,dealer
HONDA ALN VARIO 160 CBS,"Rp23,100,000",2023,"7,500 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp19,000,000",2018,"15,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp17,000,000",2017,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp17,500,000",2017,"30,000 km",Kota Denpasar,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp16,300,000",2016,"30,000 km",Kota Jakarta Selatan,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp22,600,000",2021,"15,000 km",Kota Bandung,hidup,dealer
HONDA VARIO 150 ESP EXCLSV,"Rp21,500,000",2020,"30,000 km",Kota Tangerang,hidup,dealer
HONDA VARIO 125 ESPCBS ISS,"Rp17,000,000",2018,"15,000 km",Kota Tangerang,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp21,300,000",2022,"15,000 km",Kota Tangerang,hidup,dealer
HONDA VARIO 150 ESP SPORTY,"Rp23,100,000",2022,"15,000 km",Kota Bandung,hidup,dealer
HONDA VARIO 125 CBS ISS,"Rp21,100,000",2021,"30,000 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 125 ESPCBS ISS,"Rp21,100,000",2021,"30,000 km",Kab. Deli Serdang,hidup,dealer
HONDA VARIO 125 ESP CBS,"Rp17,000,000",2017,"30,000 km",Kota Denpasar,hidup,dealer
[PAJAK PANJANG]All New Honda Vario ABS ISS 160 CC  Tahun 2022,Rp 21.500.000,2022,10.000-15.000 km,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",hidup,Individu
Dijual honda vario 160 ABS tahun 2024 km 3 rb,Rp 12.500.000,2024,0-5.000 km,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",hidup,Diler
"Honda beat deluxe LED 2023 bln 11 pajak panjang, mio freego vario gear",Rp 14.800.000,2023,0-5.000 km,"Tanah Abang, Jakarta Pusat, Jakarta D.K.I.",hidup,Diler
HONDA VARIO 160 CBS 2024 FULL MULUSS SIAP PAKAI (CASH/KREDI),Rp 14.750.000,2024,0-5.000 km,"Pancoran Mas, Depok Kota, Jawa Barat",hidup,unknown
DP 2 Juta - New Vario 125 Cbs Iss Keyles 2023 [Garansi Mesin 5.000 Km],Rp 23.000.000,2023,5.000-10.000 km,"Bojongsari, Depok Kota, Jawa Barat",hidup,Diler
DP 2 Juta - New Vario 125 Cbs Iss Keyles 2023 [Garansi Mesin 5.000 Km],Rp 19.600.000,2023,5.000-10.000 km,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",hidup,Diler
DP 2 Juta - New Vario 125 Cbs Iss Keyles 2023 [Garansi Mesin 5.000 Km],Rp 13.000.000,2023,5.000-10.000 km,"Koja, Jakarta Utara, Jakarta D.K.I.",hidup,Diler
DP 2 Juta - New Vario 125 Cbs Iss Keyles 2023 [Garansi Mesin 5.000 Km],Rp 20.000.000,2023,5.000-10.000 km,"Sawah Besar, Jakarta Pusat, Jakarta D.K.I.",hidup,Diler
DP 2 Juta - New Vario 125 Cbs Iss Keyles 2023 [Garansi Mesin 5.000 Km],Rp 18.000.000,2023,5.000-10.000 km,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",hidup,Diler
DP 2 Juta - New Vario 125 Cbs Iss Keyles 2023 [Garansi Mesin 5.000 Km],Rp 22.000.000,2023,5.000-10.000 km,"Kelapa Dua, Tangerang Kab., Banten",hidup,Diler
DP 2 Juta - New Vario 125 Cbs Iss Keyles 2023 [Garansi Mesin 5.000 Km],Rp 22.000.000,2023,5.000-10.000 km,"Bumi Serpong Damai, Tangerang Selatan Kota, Banten",hidup,Diler
DP 2 Juta - New Vario 125 Cbs Iss Keyles 2023 [Garansi Mesin 5.000 Km],Rp 22.000.000,2023,5.000-10.000 km,"Cibodas, Tangerang Kota, Banten",hidup,Diler
Vario 150 CC Tahun 2017,Rp 14.500.000,2017,85.000-90.000 km,"Curug, Tangerang Kab., Banten",hidup,Individu
Dijual Honda Vario 125cc,Rp 295.000.000,2018,5.000-10.000 km,"Pondok Aren, Tangerang Selatan Kota, Banten",hidup,Individu
Vario 110 Terawat dan Muluss,Rp 15.500.000,2010,55.000-60.000 km,"Larangan, Tangerang Kota, Banten",hidup,Individu
VARIO 2021 CBS ISS [MULUS FULL ORI],Rp 17.500.000,2021,30.000-35.000 km,"Pancoran Mas, Depok Kota, Jawa Barat",hidup,Individu
DP 2 Juta - Honda New Vario 125 Cbs Iss 2022 [Garansi Mesin 5.000 Km],Rp 18.000.000,2022,15.000-20.000 km,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",hidup,Diler
DP 2 Juta - Honda New Vario 125 Cbs Iss 2022 [Garansi Mesin 5.000 Km],Rp 17.500.000,2022,15.000-20.000 km,"Cinere, Depok Kota, Jawa Barat",hidup,Diler
DP 2 Juta - Honda New Vario 125 Cbs Iss 2022 [Garansi Mesin 5.000 Km],Rp 20.500.000,2022,15.000-20.000 km,"Beji, Depok Kota, Jawa Barat",hidup,Diler
DP 2 Juta - Honda New Vario 125 Cbs Iss 2022 [Garansi Mesin 5.000 Km],Rp 21.000.000,2022,15.000-20.000 km,"Serpong, Tangerang Selatan Kota, Banten",hidup,Diler
DP 2 Juta - Honda New Vario 125 Cbs Iss 2022 [Garansi Mesin 5.000 Km],Rp 16.300.000,2022,15.000-20.000 km,"Kelapa Dua, Tangerang Kab., Banten",hidup,Diler
DP 2 Juta - Honda New Vario 125 Cbs Iss 2022 [Garansi Mesin 5.000 Km],Rp 21.000.000,2022,15.000-20.000 km,"Neglasari, Tangerang Kota, Banten",hidup,Diler
"Km 7, honda scoopy CBS iss keyless 2023 bln 12 beat fazzio lexi freego",Rp 19.500.000,2023,0-5.000 km,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",hidup,Diler
Jual New Vario ABS 2022 (matte black),Rp 23.900.000,2022,5.000-10.000 km,"Serpong Utara, Tangerang Selatan Kota, Banten",hidup,Individu
2018 Honda vario keyless 2018,Rp 12.500.000,2018,95.000-100.000 km,"Cakung, Jakarta Timur, Jakarta D.K.I.",hidup,Individu
[PAJAK PANJANG]All New Honda Vario ABS ISS 160 CC  Tahun 2022,Rp 20.000.000,2022,10.000-15.000 km,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",hidup,Individu
Vario 125 CBS ISS 20224 [Garansi 5000 KM],Rp 23.000.000,2024,15.000-20.000 km,"Karawaci, Tangerang Kota, Banten",hidup,Diler
Vario 110fi 2014,Rp 10.500.000,2014,30.000-35.000 km,"Bogor Barat - Kota, Bogor Kota, Jawa Barat",hidup,Individu
DIJUAL VARIO 160 ABS TAHUN 2023,Rp 1.050.000.000,2023,5.000-10.000 km,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",hidup,Individu
HONDA VARIO 2012,Rp 8.000.000,2012,85.000-90.000 km,"Cepu, Blora Kab., Jawa Tengah",hidup,Individu
"VARIO 160 CBS KM 938 PERAK 2023 , PJK 08-2024",Rp 23.800.000,2024,0-5.000 km,"Kalideres, Jakarta Barat, Jakarta D.K.I.",hidup,Individu
Honda Vario 160cc ABS MULUS km.10rb ready. Anugerah motor rungkut,Rp 16.500.000,2022,5.000-10.000 km,"Waru, Sidoarjo  Kab., Jawa Timur",hidup,Diler
Honda Vario ABS 2022 Low KM,Rp 24.500.000,2022,0-5.000 km,"Ciputat, Tangerang Selatan Kota, Banten",hidup,Individu
Honda Vario LED 2018,Rp 16.500.000,2018,20.000-25.000 km,"Bumi Serpong Damai, Tangerang Selatan Kota, Banten",mati,Individu
New vario 125 gold 2021 kredit dp 1700 #rjm,Rp 19.500.000,2021,15.000-20.000 km,"Pleret, Bantul Kab., Yogyakarta D.I.",hidup,Individu
Vario 150.merah 2019 kredit dp 2jt #rjm,Rp 18.900.000,2019,20.000-25.000 km,"Pleret, Bantul Kab., Yogyakarta D.I.",hidup,Individu
Superb Pajak Panjang! Honda Vario 160 CBS Th. 2023 Gress Istimewa,Rp 20.950.000,2023,20.000-25.000 km,"Tebet, Jakarta Selatan, Jakarta D.K.I.",hidup,unknown
All New Honda Vario CBS ISS 125 CC  Tahun 2023 Gen 2,Rp 18.900.000,2023,20.000-25.000 km,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",hidup,Individu
Honda Vario 110 F1 2017,Rp 10.200.000,2017,45.000-50.000 km,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",mati,Individu
[TYPE ABS]All New Honda Vario ABS ISS 160 CC  Tahun 2022 ISTIMEWA,Rp 20.000.000,2022,10.000-15.000 km,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",hidup,Individu
Vario 125 ESP CBS 2023 [GARANSI 5000 KM],Rp 14.000.000,2023,15.000-20.000 km,"Tangerang, Tangerang Kota, Banten",hidup,Diler
VARIO 150 EXCLSV 2017 plat B Jaksel,Rp 12.500.000,2017,60.000-65.000 km,"Pancoran Mas, Depok Kota, Jawa Barat",hidup,Diler
New Vario 160 CBS 2023 Mantap Ellegant-Odomtr 7.000 KM-plaza motor,Rp 22.600.000,2023,5.000-10.000 km,"Medan Tuntungan, Medan Kota, Sumatra Utara",hidup,unknown
VARIO 160 CBS 2023 GARANSI 5000 KM,Rp 23.500.000,2023,15.000-20.000 km,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.","pajak ,",Diler
Honda Vario 160 cbs 2023 berkualitas&Bergaransi,Rp 22.000.000,2023,15.000-20.000 km,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",hidup,Diler
Honda Vario 160 cbs 2023 berkualitas&Bergaransi,Rp 23.500.000,2023,15.000-20.000 km,"Cilangkap, Jakarta Timur, Jakarta D.K.I.",hidup,Diler
Honda vario 160 cbs 2023 berkualitas&Bergaransi,Rp 31.000.000,2023,15.000-20.000 km,"Cibubur, Jakarta Timur, Jakarta D.K.I.",hidup,Diler
Honda BEAT PGM-FI 2014  ( GRESS / TERAWAT) B DKI,Rp 8.950.000,2014,5.000-10.000 km,"Kembangan, Jakarta Barat, Jakarta D.K.I.",hidup,Individu
Jual Vario 2021 Km rendah barang mulus mesin halus,Rp 19.000.000,2021,40.000-45.000 km,"Klojen, Malang Kota, Jawa Timur",hidup,Individu
Vario cbs karbu 2010,Rp 295.000.000,2010,50.000-55.000 km,"Setu, Tangerang Selatan Kota, Banten",hidup,Individu
Vario 150cc pjk baru,Rp 18.250.000,2019,80.000-85.000 km,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",hidup,Individu
Vario Techno 2011 Lengkap,Rp 7.650.000,2011,60.000-65.000 km,"Balikpapan Kota, Balikpapan Kota, Kalimantan Timur","mati,",Individu
HONDA VARIO 125 CBS ISS TH 2014 TECHNO/OLD/THAILAND/KZL,Rp 12.700.000,2014,none,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",hidup,unknown
( KREDIT DP 1JT ) HONDA VARIO 125 CBS ISS TH 2020 MULUS GRESS,Rp 319.000.000,2020,none,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",hidup,unknown
VARIO 125 ESP CBS ISS 2023,Rp 23.500.000,2023,15.000-20.000 km,"Pamulang, Tangerang Selatan Kota, Banten",hidup,Diler
Vario 125 old kzr,Rp 44.000.000,2015,10.000-15.000 km,"Sungai Kunjang, Samarinda Kota, Kalimantan Timur",hidup,Individu
Honda Vario 150 Led cbs iss,Rp 15.700.000,2017,35.000-40.000 km,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",hidup,Individu
Vario 125 tahun 2012 Buahbatu  Mesin Ok Siap Touring,Rp 9.500.000,2012,80.000-85.000 km,"Buahbatu (Margacinta), Bandung Kota, Jawa Barat",mati,Individu
ALL NEW VARIO 160 CBS 2022 - SRI SANJAYA MOTOR,Rp 23.400.000,2022,5.000-10.000 km,"Ujung Berung, Bandung Kota, Jawa Barat",hidup,Diler
VARIO TECHNO 2011 SURAT KOMPLIT,Rp 14.900.000,2011,75.000-80.000 km,"Setu, Bekasi Kab., Jawa Barat",mati,Individu
Km 0 yamaha aerox 155 LED 2023 bln 10 freego nmax lexi pcx adv vario,Rp 24.200.000,2023,0-5.000 km,"Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.",hidup,Diler
Vario 150 CBS ISS 2020,Rp 319.000.000,2020,45.000-50.000 km,"Bogor Barat - Kota, Bogor Kota, Jawa Barat",hidup-,Diler
"Vario125cc istimewahh, buku servish masih ada",Rp 19.900.000,2023,10.000-15.000 km,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",hidup,Diler
DIJUAL VARIO 150,Rp 13.750.000,2017,15.000-20.000 km,"Kesambi, Cirebon Kota, Jawa Barat",hidup,Individu
Honda Vario 150 Tahun 2020,Rp 17.000.000,2020,10.000-15.000 km,"Cinere, Depok Kota, Jawa Barat",hidup,Individu
PCX 160 ABS 2021 plat F bogor,Rp 25.800.000,2021,55.000-60.000 km,"Pancoran Mas, Depok Kota, Jawa Barat",hidup,Diler
[PAJAK PANJANG] All New Honda Vario CBS ISS 160 CC  Tahun 2023,Rp 20.000.000,2023,20.000-25.000 km,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",hidup,Individu
(DP 800)‼️ Plat B DKI JakBar Vario 160 CBS Keyless Hitam 2023,Rp 295.000.000,2023,5.000-10.000 km,"Kembangan, Jakarta Barat, Jakarta D.K.I.",hidup,Diler
VARIO 125 ESP CBS ISS 2023 [GARANSI 5000 KM],Rp 22.000.000,2023,5.000-10.000 km,"Karawaci, Tangerang Kota, Banten",hidup,Diler
Honda Vario 110 CBS Techno Istimewa,Rp 7.850.000,2010,55.000-60.000 km,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",mati,Individu
[PAJAK PANJANG] All New Honda Vario CBS ISS 150 CC Tahun 2020 ISTIMEWA,Rp 17.000.000,2020,30.000-35.000 km,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",hidup,Individu
HONDA VARIO 125 NEW 2018,Rp 15.000.000,2018,30.000-35.000 km,"Cilincing, Jakarta Utara, Jakarta D.K.I.",hidup,Individu
Jual Motor bekas Honda Vario tahun 2006 surat lengkap,Rp 5.200.000,2006,0-5.000 km,"Bambu Apus, Jakarta Timur, Jakarta D.K.I.",hidup,Individu
HONDA VARIO 125 KEYLESS 2024,Rp 24.200.000,2024,10.000-15.000 km,"Cikarang Selatan, Bekasi Kab., Jawa Barat",hidup,Diler
Vario 160 ABS Tahun 2022,Rp 23.500.000,2022,20.000-25.000 km,"Rajabasa, Bandar Lampung Kota, Lampung",hidup,Individu
Vario gresss km 5 rb keyless,Rp 69.800.000,2024,0-5.000 km,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",hidup,Diler
Honda Vario 150 Istimewa Mulus,Rp 18.600.000,2019,30.000-35.000 km,"Bekasi Selatan, Bekasi Kota, Jawa Barat",hidup,Individu
HONDA VARIO 150 LED NEW 2019,Rp 19.500.000,2021,10.000-15.000 km,"Cikarang Selatan, Bekasi Kab., Jawa Barat",hidup,Diler
